"prd_cd","tg_prd_cd_cd","prd_nm","prd_cd_cd","prd_brnd_nm","prd_brnd_nm_cd","tg_prd_brnd_nm_cd","apmall_cate_lev1","apmall_cate_lev1_nm","apmall_cate_lev1_cd","tg_apmall_cate_lev1_cd","apmall_cate_lev2","apmall_cate_lev2_nm","apmall_cate_lev2_cd","tg_apmall_cate_lev2_cd","apmall_cate_lev3","apmall_cate_lev3_nm","apmall_cate_lev3_cd","tg_apmall_cate_lev3_cd","brand_sn","brand_name","brand_sn_cd","tg_brand_sn_cd","set_yn","set_yn_cd","tg_set_yn_cd","brnd_grp_nm","brnd_grp_nm_cd","tg_brnd_grp_nm_cd","brnd_dtl_cd","brnd_dtl_nm","brnd_dtl_cd_cd","tg_brnd_dtl_cd_cd","prd_mkt_cat_cd","prd_mkt_cat_nm","prd_mkt_cat_cd_cd","tg_prd_mkt_cat_cd_cd","prd_mkt_lcat_cd","prd_mkt_lcat_nm","prd_mkt_lcat_cd_cd","tg_prd_mkt_lcat_cd_cd","prd_use_cd","prd_use_cd_cd","tg_prd_use_cd_cd","prd_scat_cd","prd_scat_nm","prd_scat_cd_cd","tg_prd_scat_cd_cd","prd_mcat_cd","prd_mcat_nm","prd_mcat_cd_cd","tg_prd_mcat_cd_cd","prd_lcat_cd","prd_lcat_nm","prd_lcat_cd_cd","tg_prd_lcat_cd_cd","main_func_cd","main_func_nm","main_func_cd_cd","tg_main_func_cd_cd","user_tp_cd","user_tp_cd_nm","user_tp_cd_cd","tg_user_tp_cd_cd","prd_grd_cd","prd_grd_cd_cd","tg_prd_grd_cd_cd"
"002061000569","122","비타 씨 톡 필링 패드","122","에뛰드하우스","54","54","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001","클렌징","1","1","46","에뛰드","32","32","N","0","0","관계사","1","1","11108","에뛰드 하우스","9","9","S3","미백(스킨케어)","10","10","S","스킨케어","2","2","01","1","1","AAK","스킨케어기타","9","9","AA","스킨케어","0","0","A","Beauty","0","0","AA05","스킨케어 _미백 (스팟. 톤)","5","5","1","공용","1","1","A02","3","3"
"111270000102","543","세라마이드 보습장벽 마스크","543","일리윤","61","61","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003001","마스크 & 팩","15","15","19","일리윤","8","8","N","0","0","데일리뷰티","2","2","11127","일리윤","13","13","S6","마스크(스킨케어)","13","13","S","스킨케어","2","2","01","1","1","AAG","마스크","6","6","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R13","6","6"
"220220000050","933","페이셜 이레이저 클렌징 오일","933","리리코스 마린에너지","19","19","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","34","리리코스 마린에너지","23","23","N","0","0","프리미엄","4","4","22022","리리코스 온라인","43","43","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA13","클렌징_메이크업클렌징","12","12","1","공용","1","1","R99","9","9"
"111771000615","780","링클사이언스스팟트리트먼트40ml","780","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","41","이니스프리","27","27","N","0","0","관계사","1","1","13117","이니스프리 본품　","32","32","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA01","스킨케어 _안티에이징_주름개선(부위별)","1","1","1","공용","1","1","R15","8","8"
"005061000008","193","볼륨형 GP202GM(중) 샤이니볼륨 건메탈","193","글램팜","3","3","CTG005","소품 & 도구","4","4","CTG005003","미용기기","20","20","CTG005003","미용기기","71","71","138","글램팜","76","76","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111170000079","477","순행클렌징폼","477","설화수","39","39","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAE","페이셜 워시","4","4","AA","스킨케어","0","0","A","Beauty","0","0","AA12","클렌징_페이셜워시","11","11","2","여성용","2","2","R13","6","6"
"111170000255","505","[소용량] 윤조에센스","505","설화수","39","39","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","2","여성용","2","2","A02","3","3"
"111410100321","702","[2입] 자양윤모 탈모증상케어 민감성 두피용 샴푸","702","려","15","15","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","23","려","12","12","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"002061000291","92","플레이 101 스틱 컨투어 듀오 New","92","에뛰드","53","53","CTG002","메이크업","1","1","CTG002001","페이스","6","6","CTG002001","페이스","20","20","46","에뛰드","32","32","N","0","0","관계사","1","1","65000","에뛰드 하우스","49","49","M2","페이스(메이크업)","2","2","M","메이크업","1","1","01","1","1","ABG","하이라이터/브론져","16","16","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","1","공용","1","1","R15","8","8"
"765001000017","997","스칼프 댄드럽프리 퓨리파잉 샴푸","997","아윤채","50","50","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","47","아윤채","33","33","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111170100290","536","탄력에센셜3종 기획(쇼핑백 포함)","536","설화수","39","39","CTG001","스킨케어","0","0","CTG001005","세트","5","5","CTG001005","세트","19","19","18","설화수","7","7","Y","1","1","럭셔리","3","3","11117","설화수","12","12","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AJA","세트상품","55","55","AJ","세트상품","8","8","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","2","여성용","2","2","A02","3","3"
"611121000398","987","립스틱 노웨어 쉬폰 매트","987","에스쁘아","55","55","CTG002","메이크업","1","1","CTG002002","립","7","7","CTG002002001","립스틱","28","28","45","에스쁘아","31","31","N","0","0","관계사","1","1","61112","에스쁘아","48","48","M4","립(메이크업)","4","4","M","메이크업","1","1","01","1","1","ABJ","립스틱(고체)","18","18","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","A02","3","3"
"110650000197","314","토탈 솔루션 아이크림","314","마몽드","21","21","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002005","아이 & 넥","12","12","11","마몽드","2","2","N","0","0","프리미엄","4","4","11065","마몽드","5","5","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAI","아이케어","8","8","AA","스킨케어","0","0","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","2","여성용","2","2","R99","9","9"
"111410100300","697","[3입] 자양윤모 탈모증상케어 트리트먼트 모발영양","697","려","15","15","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002003","트리트먼트 & 팩","59","59","23","려","12","12","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"180020000049","906","데싱디바 매직젤스트립 화이트블라썸 DGST47","906","데싱디바","6","6","CTG003","네일 & 향수","2","2","CTG003001","네일","12","12","CTG003001005","네일아트 & 스티커","41","41","42","데싱디바","28","28","N","0","0","AP 기타","0","0","18002","데싱디바","38","38","M5","네일(메이크업)","5","5","M","메이크업","1","1","01","1","1","ABT","네일","26","26","AB","메이크업","1","1","A","Beauty","0","0","BA09","메이크업_기타","22","22","2","여성용","2","2","X00","12","12"
"005031000001","175","룰라러브 천연해면/ 바디용","175","라 리베라","10","10","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001002","스펀지&퍼프","68","68","96","라 리베라","63","63","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"003021000026","164","네롤리 브라이트닝 페이셜 오일 30ml","164","아로마티카","46","46","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003002","페이스 오일","16","16","97","아로마티카","64","64","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111270000283","567","[대용량] 프레쉬 모이스춰 립앤아이 리무버","567","일리윤","61","61","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001001","메이크업 리무버","2","2","19","일리윤","8","8","N","0","0","데일리뷰티","2","2","11127","일리윤","13","13","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA13","클렌징_메이크업클렌징","12","12","1","공용","1","1","R99","9","9"
"002081000062","141","러브빔 치크밤","141","릴리바이레드","20","20","CTG002","메이크업","1","1","CTG002004","치크","9","9","CTG002004001","블러셔 ","36","36","65","릴리바이레드","43","43","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110770000179","377","[NEW] 메타그린 슬림(30일분)","377","바이탈뷰티","29","29","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001001","슬리밍 ","79","79","12","바이탈뷰티","3","3","Y","1","1","럭셔리","3","3","11077","바이탈뷰티","6","6","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAA","Beautiful Aging","56","56","BA","건강식품","9","9","B","Health","1","1","CA03","건강식품 _바이탈","35","35","1","공용","1","1","A02","3","3"
"111170100209","532","자음생2종 기획(쇼핑백 포함)","532","설화수","39","39","CTG001","스킨케어","0","0","CTG001005","세트","5","5","CTG001005","세트","19","19","18","설화수","7","7","Y","1","1","럭셔리","3","3","11117","설화수","12","12","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AJA","세트상품","55","55","AJ","세트상품","8","8","A","Beauty","0","0","AA01","스킨케어 _안티에이징_주름개선(부위별)","1","1","2","여성용","2","2","X00","12","12"
"111170000185","493","윤조마스크","493","설화수","39","39","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003001","마스크 & 팩","15","15","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","S6","마스크(스킨케어)","13","13","S","스킨케어","2","2","01","1","1","AAG","마스크","6","6","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","2","여성용","2","2","R13","6","6"
"111310000281","631","텍스쳐 드라이 셋팅 스프레이","631","미쟝센","26","26","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002005","스타일링 ","61","61","21","미쟝센","10","10","N","0","0","데일리뷰티","2","2","11131","미쟝센","15","15","Z7","남성(비화장품)","22","22","H","HBD외","0","0","01","1","1","ACC","정발","30","30","AC","헤어","2","2","A","Beauty","0","0","DA17","헤어_스타일링","49","49","3","남성용","3","3","R14","7","7"
"111170000175","491","탄력넥크림","491","설화수","39","39","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002005","아이 & 넥","12","12","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAK","스킨케어기타","9","9","AA","스킨케어","0","0","A","Beauty","0","0","AA01","스킨케어 _안티에이징_주름개선(부위별)","1","1","2","여성용","2","2","S01","10","10"
"111310000337","632","퍼펙트 3분 살롱 마스크팩","632","미쟝센","26","26","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002003","트리트먼트 & 팩","59","59","21","미쟝센","10","10","N","0","0","데일리뷰티","2","2","11131","미쟝센","15","15","Z1","헤어(비화장품)","16","16","H","HBD외","0","0","01","1","1","ACA","양모","28","28","AC","헤어","2","2","A","Beauty","0","0","DA03","헤어_영양","41","41","1","공용","1","1","R13","6","6"
"111290000320","586","데일리 모이스춰 오일 인 로션 2종","586","해피바스","77","77","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001003","바디모이스처라이저 ","49","49","20","해피바스","9","9","N","0","0","데일리뷰티","2","2","11129","해피바스","14","14","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADB","바디보습","33","33","AD","바디","3","3","A","Beauty","0","0","EA05","바디 _수분/보습","55","55","1","공용","1","1","A02","3","3"
"111070000889","420","[라이브] 센슈얼 스파이시 누드 밤","420","헤라","78","78","CTG002","메이크업","1","1","CTG002002","립","7","7","CTG002002003","립케어 & 립밤 ","30","30","15","헤라","5","5","N","0","0","럭셔리","3","3","11157","헤라　","18","18","M4","립(메이크업)","4","4","M","메이크업","1","1","01","1","1","ABJ","립스틱(고체)","18","18","AB","메이크업","1","1","A","Beauty","0","0","BC04","메이크업_립스틱(고체)_글로시","28","28","2","여성용","2","2","R13","6","6"
"177770000029","894","틴티드 쿨링립밤 포 히어로즈","894","비레디","36","36","CTG002","메이크업","1","1","CTG002002","립","7","7","CTG002002003","립케어 & 립밤 ","30","30","98","비레디","65","65","N","0","0","AP 기타","0","0","17777","비레디","37","37","M6","남성(메이크업)","6","6","M","메이크업","1","1","01","1","1","ABL","립밤/립케어","20","20","AB","메이크업","1","1","A","Beauty","0","0","BC05","메이크업_립스틱(고체)_틴트(착색)","29","29","3","남성용","3","3","R13","6","6"
"000511000076","6","[피카소] 휴그레이 트위져","6","피카소","72","72","CTG005","소품 & 도구","4","4","CTG005","소품 & 도구","17","17","CTG005","소품 & 도구","66","66","55","피카소","36","36","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110770000018","353","슈퍼콜라겐","353","바이탈뷰티","29","29","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001002","이너뷰티 ","80","80","12","바이탈뷰티","3","3","N","0","0","럭셔리","3","3","11077","바이탈뷰티","6","6","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAB","Beautiful Living","57","57","BA","건강식품","9","9","B","Health","1","1","CA02","건강식품 _뷰티","34","34","1","공용","1","1","R11","4","4"
"110640000425","303","[NEW] 롤링 필링 더블링 클렌징밤(6월 5일 순차 출고)","303","프리메라","70","70","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001004","클렌징 오일","5","5","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA13","클렌징_메이크업클렌징","12","12","1","공용","1","1","S01","10","10"
"111290000451","594","레몬/키위랑 손씻자 버블 핸드워시 500ml","594","해피바스","77","77","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001005","핸드 & 풋케어 ","51","51","20","해피바스","9","9","N","0","0","데일리뷰티","2","2","11129","해피바스","14","14","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADC","핸드워시","34","34","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","1","공용","1","1","R13","6","6"
"110640000298","295","[단독/대용량]알파인 베리 워터리 크림","295","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R99","9","9"
"111771000629","782","그린티 클렌징 워터 300ML(19)","782","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001","클렌징","1","1","41","이니스프리","27","27","N","0","0","관계사","1","1","13117","이니스프리 본품　","32","32","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA12","클렌징_페이셜워시","11","11","1","공용","1","1","R15","8","8"
"310050000057","943","프라그 칫솔 3종","943","메디안","24","24","CTG004","생활용품","3","3","CTG004003","구강","16","16","CTG004003002","칫솔","65","65","35","메디안","24","24","Y","1","1","데일리뷰티","2","2","31005","메디안","44","44","Z3","덴탈(비화장품)","18","18","H","HBD외","0","0","01","1","1","AEB","칫솔","43","43","AE","오랄","4","4","A","Beauty","0","0","FA01","오랄 _치석제거","60","60","1","공용","1","1","R13","6","6"
"111070100747","434","[기획] 화이트 프로그램 래디언스 2종","434","헤라","78","78","CTG001","스킨케어","0","0","CTG001005","세트","5","5","CTG001005","세트","19","19","15","헤라","5","5","Y","1","1","럭셔리","3","3","11157","헤라　","18","18","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AJA","세트상품","55","55","AJ","세트상품","8","8","A","Beauty","0","0","AA05","스킨케어 _미백 (스팟. 톤)","5","5","2","여성용","2","2","X00","12","12"
"005031000063","181","라그랑 세안용 천연해면 For Man 1+1","181","라 리베라","10","10","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001002","스펀지&퍼프","68","68","96","라 리베라","63","63","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111290000554","607","스킨유 에멀전 샤워젤","607","해피바스","77","77","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001001","바디워시","47","47","20","해피바스","9","9","N","0","0","데일리뷰티","2","2","11129","해피바스","14","14","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADA","바디세정","32","32","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","1","공용","1","1","A02","3","3"
"111771000800","788","그린티 모닝 클렌저 1+1","788","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001","클렌징","1","1","41","이니스프리","27","27","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111070000412","393","셀 에센스 페이셜 케어 코튼","393","헤라","78","78","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001","스킨 & 메이크업소품","67","67","15","헤라","5","5","N","0","0","럭셔리","3","3","11157","헤라　","18","18","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AHA","메이크업소품","51","51","AH","소품&도구","7","7","A","Beauty","0","0","AA99","스킨케어 _기타","13","13","2","여성용","2","2","A02","3","3"
"110640100418","312","[기획] 자극제로 수딩 선물세트","312","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","10","프리메라","1","1","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111270000133","550","오일 스무딩 마스크","550","일리윤","61","61","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003001","마스크 & 팩","15","15","19","일리윤","8","8","N","0","0","데일리뷰티","2","2","11127","일리윤","13","13","S6","마스크(스킨케어)","13","13","S","스킨케어","2","2","01","1","1","AAG","마스크","6","6","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R15","8","8"
"002061000259","88","실키 퍼프 화장솜","88","에뛰드","53","53","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001","스킨 & 메이크업소품","67","67","46","에뛰드","32","32","N","0","0","관계사","1","1","65000","에뛰드 하우스","49","49","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AHA","메이크업소품","51","51","AH","소품&도구","7","7","A","Beauty","0","0","AA99","스킨케어 _기타","13","13","1","공용","1","1","A00","1","1"
"111970000844","868","[실속세트] 래디언씨 크림","868","라네즈","11","11","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","31","라네즈","20","20","N","0","0","프리미엄","4","4","11197","라네즈","30","30","S3","미백(스킨케어)","10","10","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA05","스킨케어 _미백 (스팟. 톤)","5","5","2","여성용","2","2","X00","12","12"
"111650000205","749","서리태 새결 에센스","749","한율","75","75","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","25","한율","14","14","N","0","0","프리미엄","4","4","11165","한율","20","20","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA01","스킨케어 _안티에이징_주름개선(부위별)","1","1","2","여성용","2","2","R13","6","6"
"111771000799","787","그린티 폼 클렌저 1+1","787","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","41","이니스프리","27","27","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111840000026","830","[무료반품] 포인트 클리닉 남성청결제","830","브로앤팁스","34","34","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001001","바디워시","47","47","29","브로앤팁스","18","18","N","0","0","AP 기타","0","0","11184","브로앤팁스","25","25","Z7","남성(비화장품)","22","22","H","HBD외","0","0","01","1","1","ADA","바디세정","32","32","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","3","남성용","3","3","A02","3","3"
"111970000514","855","선 스포츠 EX SPF 50+ PA+++","855","라네즈","11","11","CTG001","스킨케어","0","0","CTG001004","선케어","4","4","CTG001004","선케어","18","18","31","라네즈","20","20","N","0","0","프리미엄","4","4","11197","라네즈","30","30","S7","남성(스킨케어)","14","14","S","스킨케어","2","2","01","1","1","AAH","페이셜선케어","7","7","AA","스킨케어","0","0","A","Beauty","0","0","AA06","스킨케어 _자외선차단","6","6","3","남성용","3","3","R99","9","9"
"002061000118","80","유브이 더블 컷 투명 선스틱 SPF50+/PA++++","80","에뛰드","53","53","CTG001","스킨케어","0","0","CTG001004","선케어","4","4","CTG001004","선케어","18","18","46","에뛰드","32","32","N","0","0","관계사","1","1","11108","에뛰드 하우스","9","9","S5","페이셜 선케어(스킨케어)","12","12","S","스킨케어","2","2","01","1","1","AAH","페이셜선케어","7","7","AA","스킨케어","0","0","A","Beauty","0","0","AA06","스킨케어 _자외선차단","6","6","1","공용","1","1","R15","8","8"
"007051000057","230","프라고나르 라방드 룸 디퓨저 200ML","230","프라고나르퍼퓸","66","66","CTG003","네일 & 향수","2","2","CTG003002","향수","13","13","CTG003002","향수","42","42","83","프라고나르퍼퓸","54","54","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111270000050","539","연꽃 수분 텐셀 마스크","539","일리윤","61","61","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003001","마스크 & 팩","15","15","19","일리윤","8","8","N","0","0","데일리뷰티","2","2","11127","일리윤","13","13","S6","마스크(스킨케어)","13","13","S","스킨케어","2","2","01","1","1","AAG","마스크","6","6","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R12","5","5"
"111270000154","556","프로바이오틱스 스킨 배리어 에센스 드롭","556","일리윤","61","61","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","19","일리윤","8","8","N","0","0","데일리뷰티","2","2","11127","일리윤","13","13","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R99","9","9"
"111290000502","600","제로퍼센트 버블 핸드워시","600","해피바스","77","77","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001005","핸드 & 풋케어 ","51","51","20","해피바스","9","9","N","0","0","데일리뷰티","2","2","11129","해피바스","14","14","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADC","핸드워시","34","34","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","1","공용","1","1","R13","6","6"
"001131000031","49","끄렘 드 알바로사","49","샬랑드파리","38","38","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","134","샬랑드파리","74","74","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111070000359","390","페이스 디자이닝 블러셔","390","헤라","78","78","CTG002","메이크업","1","1","CTG002004","치크","9","9","CTG002004001","블러셔 ","36","36","15","헤라","5","5","N","0","0","럭셔리","3","3","11157","헤라　","18","18","M2","페이스(메이크업)","2","2","M","메이크업","1","1","01","1","1","ABF","블러셔","15","15","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","R13","6","6"
"111771000793","786","그린티 클렌징오일 1+1","786","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001004","클렌징 오일","5","5","41","이니스프리","27","27","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111270100240","572","[2입] 세라마이드 아토 집중크림","572","일리윤","61","61","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","19","일리윤","8","8","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110640000187","265","오가니언스 하이드로겔 마스크","265","프리메라","70","70","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003001","마스크 & 팩","15","15","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S6","마스크(스킨케어)","13","13","S","스킨케어","2","2","01","1","1","AAG","마스크","6","6","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","X00","12","12"
